,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,pushblishDayName,durationSecs,tagCount,title_no_stopwords,durationMins
10,R6bnjeB499I,愛莉莎莎 Alisasa,物價只要台北三分之一?! 發掘一堆「屏東超平價美食」❤️｜愛莉莎莎Alisasa,"這次的屏東1000元之旅真的飽到翻🤣🤣🤣

大家最喜歡我影片裡的哪套穿搭？🥰 
留言你最喜歡的穿搭鞋款，11/15會抽出3雙給大家唷！❤️🎁（已抽出得獎者）

🎉11/8-11/12  D+AF雙11全館5折起！
https://dafshoes.com.tw/p4dQV

影片中的穿搭款都在這邊❤️
https://dafshoes.com.tw/Ls4x4

👉古典樂章．方頭雙帶高跟瑪莉珍鞋
https://dafshoes.com.tw/ICKsY

👉晴雨二穿．側鬆緊切爾西短雨靴 
https://dafshoes.com.tw/JUCmh

👉唯美配方．質感亮面扁跟瘦瘦靴
https://dafshoes.com.tw/7DZ3O

👉時尚型女．加厚鞋底切爾西長靴
https://dafshoes.com.tw/Sqfsj

📌D+AF門市資訊
https://dafshoes.com.tw/HjZDJ

海外也有寄送服務！
有問題可以私訊D+AF粉專：https://www.facebook.com/dafshoesclub/══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-11-09 09:30:06+00:00,437940.0,8569.0,,663.0,PT20M56S,hd,false,Wednesday,1256.0,0,"['物價只要台北三分之一?!', '發掘一堆「屏東超平價美食」❤️｜愛莉莎莎Alisasa']",20.933333333333334
11,65hUciKYBGc,愛莉莎莎 Alisasa,富遊釜山🇰🇷高級行程+自駕 跟以前窮遊差太多了…😅｜愛莉莎莎Alisasa,"這次的釜山富遊行大家喜歡嗎🥰

📌網址內有可以下載的旅遊指南，還有各種相關的旅行Vlogs跟活動可以參考
discoverbuulgyeong.com
#2022buulgyeog

這次影片去的各個旅遊地點以及資訊也都放在下面囉💓
真的很推薦大家去玩看看🥰🥰🥰

1.釜山甘川文化村（https://m.gamcheon.or.kr/）
地址： 200 Gamnae 1(il)-ro, Saha-gu, Busan
地鐵站：Toseongdong Station（6號出口）
巴士:（Saha1, Saha 1-1）
地鐵站Geojeong Station (6號出口)
巴士：(Saha 1, Saha 1-1, Seogu 2, Seogu 2-2)

2.鬆島航空郵輪（http://zh.busanaircruise.co.kr/main/main.html）
地址：釜山廣域市西區松島海邊路171 (岩南洞)
標準艙1萬5韓幣（回程）／單程12,000元
水晶屋2萬元韓幣（回程）／單程16,000元 
地址：釜山廣域市西區鬆島海邊路171號
沙上地鐵站坐161號巴士
釜山站（KTX）坐17/61號
南浦站 巴士坐 6/26/30/71/96

3. 長生浦鲸鱼文化村（http://www.whalecity.kr/whalecity/index.php)
地址：蔚山廣域市南區長生浦鯨魚路271-1(梅巖洞)
入口：門票7000韓幣（可進入所有設施；鯨魚博物館+生態體驗館+洞穴）
鯨魚文化村 (2000 韓幣)
* 交通：蔚山城際巴士總站；從蔚山客運總站乘 226/246/256/406(在海洋水產廳巴士站下車)

4.巨濟植物園（ https://www.geoje.go.kr/gbg/index.geoje)
地址：慶南巨濟市巨濟面巨濟南西路3595號
門票：5000元 
旅遊指南可下載（https://discoverbuulgyeong.com/static/en.pdf）。
由Goeje城際巴士總站乘 71/50/51/53/55/56號巴士

5. Maemiseong Castle 
地址：Bokhang-gil, Jangmok-myeon, Geoje-si, Gyeongsangnam-do
從釜山出發：下灘站（釜山地鐵1號線）乘坐2000路巴士在大金校車路公交車站下車（45分鐘）

6.釜山遊艇觀光 
地址BEXCO station / Dongbaek Station (Busan Line 2)
在Suyoungman Marina碼頭有很多的經營者，可以從任何經營攤位預訂遊艇巡航。 
1人：2萬韓元 
私人出租：旺季15萬韓元起，旺季30萬韓元起（價格不同，具體取決於時間和人數）

7.起司扇貝店
釜山5家分店（https://www.instagram.com/joseho_official）
海雲臺分店地址: Haeundaehaebyeon-ro 298 beon-gil 24

8.釜山租車（需要國際駕駛證）
從KTX站出發：Lotte /Geumo/WithRentaCar 

#韓國旅行 #釜山旅行
══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-10-21 10:26:03+00:00,289152.0,6708.0,,164.0,PT12M28S,hd,true,Friday,748.0,0,"['富遊釜山🇰🇷高級行程+自駕', '跟以前窮遊差太多了…😅｜愛莉莎莎Alisasa']",12.466666666666667
12,OzzsOFAVAOg,愛莉莎莎 Alisasa,入住韓國金字塔頂端飯店品牌Signiel釜山！超狂海景第一排｜愛莉莎莎Alisasa,"這次真的是韓國最貴飯店了XDD
View真的超美！😍 大家喜歡嗎🥰🥰🥰
📌 快來使用Surfshark VPN：https://surfshark.deals/ALISASA
輸入我的折扣碼 ALISASA，就可馬上獲得「一七折」優惠+3個月的免費使用期喔！
整個超級無敵優惠！！😍😍😍 大家快來使用看看🥰
══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-09-29 09:31:26+00:00,364293.0,7573.0,,207.0,PT13M30S,hd,false,Thursday,810.0,0,['入住韓國金字塔頂端飯店品牌Signiel釜山！超狂海景第一排｜愛莉莎莎Alisasa'],13.5
13,piLKTKvW3L0,愛莉莎莎 Alisasa,挑戰人類邊緣極限😭一人遊威斯汀酒店！好孤獨呀｜愛莉莎莎Alisasa,"大家喜歡我這次的一個人的旅行嗎？🥰
有幾幕真的超淒涼🤣🤣🤣


✨克蘭詩的黃金金三角真的是我出遊的必帶品😍😍😍
超多網紅都愛用的黃金雙激萃
推薦大家都來試用看看！💗💗💗
免費試用組 ➡️ https://pse.is/4fsv97


10/30前於官網購買黃金雙激萃單品或任一組合
輸入折扣碼【ALICIADS】就送少女熬夜水50ml (每單限贈1入)
══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-09-23 10:02:01+00:00,452903.0,9812.0,,473.0,PT11M56S,hd,false,Friday,716.0,0,['挑戰人類邊緣極限😭一人遊威斯汀酒店！好孤獨呀｜愛莉莎莎Alisasa'],11.933333333333334
14,K_0V3eArMW8,愛莉莎莎 Alisasa,首爾大爆買🔥店員很兇的逛街聖地「漢南洞」逛街一日遊Vlog！｜愛莉莎莎Alisasa,"══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-09-16 12:01:51+00:00,412368.0,7932.0,,374.0,PT11M6S,hd,false,Friday,666.0,0,['首爾大爆買🔥店員很兇的逛街聖地「漢南洞」逛街一日遊Vlog！｜愛莉莎莎Alisasa'],11.1
15,Pz0q-EMQM70,愛莉莎莎 Alisasa,拍到現行犯了?! 在泰國相機和錢包都被偷了😭治安好差！｜愛莉莎莎Alisasa,"雖然相機被偷了
只好再住一次最貴飯店😅
重拍的影片在這裡👇🏻 （超級得來不易快看 !）
https://youtu.be/3NNwKnGqMRQ 

羽球教練ig👇🏻
leojieyang
══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-09-09 04:42:39+00:00,730058.0,15811.0,,1387.0,PT11M4S,hd,false,Friday,664.0,0,"['拍到現行犯了?!', '在泰國相機和錢包都被偷了😭治安好差！｜愛莉莎莎Alisasa']",11.066666666666666
16,3NNwKnGqMRQ,愛莉莎莎 Alisasa,無法想像的高級享受😱！去住五天四夜泰國曼谷半島酒店！｜愛莉莎莎Alisasa,"很推薦大家現在去泰國
因為目前好像只有泰國跟韓國不用隔離
下飛機就可以直接開玩❤️

如果大家想要出國
一覺起來睡飽飽精神超好😎
可以趕快跟上這波團購喔（限量3000組）

📌影片中的團購連結在這邊：https://pse.is/4f6jlq

🔎飛航模式膠囊
原價：$2,080 ➡️ 團購價：$1,426

🔎燕窩酸益生菌
原價：$2,080 ➡️ 團購價：$1,211

🔎太空人維他命
原價：$2,200 ➡️ 團購價：$1,526

🔎挺好D維生素D膠囊
原價：$1,080 ➡️ 團購價：$527

══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-09-05 09:30:01+00:00,545884.0,10936.0,,489.0,PT14M53S,hd,false,Monday,893.0,0,['無法想像的高級享受😱！去住五天四夜泰國曼谷半島酒店！｜愛莉莎莎Alisasa'],14.883333333333333
17,mbVj_H0Eif0,愛莉莎莎 Alisasa,笨蛋系YouTuber 智商大PK! 愛莉莎莎跟阿圓，誰比較聰明呢？｜愛莉莎莎Alisasa,"大家喜歡這次跟Dcard學生的一起拍的影片嗎？😝😝😝

當上班、讀書沒辦法專心時，就來兩粒Airwaves！🌪
一吃下去不只嗆涼還更醒腦！😍
讓你嚼對專注 終結分心 ！！🙌🏻🙌🏻🙌🏻
➡️ https://momo.dm/rqqyrr
══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-09-02 10:47:53+00:00,215916.0,4150.0,,274.0,PT16M59S,hd,false,Friday,1019.0,0,"['笨蛋系YouTuber', '智商大PK!', '愛莉莎莎跟阿圓，誰比較聰明呢？｜愛莉莎莎Alisasa']",16.983333333333334
18,tdMoI8IAsXY,愛莉莎莎 Alisasa,【韓國紅什麼#7】今年韓國竟然開始流行「法國風」？首爾街頭直擊2022夏季版！｜愛莉莎莎Alisasa,"跟我一起拍的小月是在韓國的上班族
她知道更多流行趨勢
也可以看她影片唷❤️

https://youtube.com/channel/UCUcILDj9Ocq86UzjGGPLZJg ══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-08-26 10:00:42+00:00,589759.0,13383.0,,412.0,PT13M14S,hd,false,Friday,794.0,0,['【韓國紅什麼#7】今年韓國竟然開始流行「法國風」？首爾街頭直擊2022夏季版！｜愛莉莎莎Alisasa'],13.233333333333333
19,GifKcBWwAdU,愛莉莎莎 Alisasa,睽違三年來韓國🇰🇷五星級飯店服務令人傻眼…..😱｜愛莉莎莎Alisasa,"大家喜歡這次久違的國外最貴飯店系列嗎🥰

影片用的彩妝都在這邊💕：
故宮創立97年以來首度獨家彩妝合作！👏
超級值得收藏的彩妝品👉🏻https://fresho2.me/w8o50
📌使用莎莎折扣碼【ALISASA】，滿千再９折唷！❤️

🎁 FreshO2也有準備禮物送給大家！🎁（已抽出得獎者）

抽獎資格：
1.留言你最喜歡哪個故宮聯名品項
2.追蹤 FreshO2 IG： https://www.instagram.com/fresho2.com.tw/
8/26 抽出三位獲得FreshO2X珍藏故宮郎世寧聯名系列產品（品項不指定）！

══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-08-19 09:30:02+00:00,472066.0,10665.0,,624.0,PT14M41S,hd,false,Friday,881.0,0,['睽違三年來韓國🇰🇷五星級飯店服務令人傻眼…..😱｜愛莉莎莎Alisasa'],14.683333333333334
20,itmXRBAguVE,愛莉莎莎 Alisasa,直接公開YouTube收益😱百萬YouTuber一個月可以賺多少錢？｜愛莉莎莎Alisasa,"大家看完比較想當YouTuber 還是直播主？
如果想當直播主的話
可以用 iPair 播播看唷❤️

直播就來iPair😎 https://pse.is/4djldv
══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-08-05 09:30:19+00:00,929355.0,19972.0,,586.0,PT15M49S,hd,false,Friday,949.0,0,['直接公開YouTube收益😱百萬YouTuber一個月可以賺多少錢？｜愛莉莎莎Alisasa'],15.816666666666666
21,rMcZW7bmP9Q,愛莉莎莎 Alisasa,我們分手了?💔跟三原一年沒見面，我們的關係是…..@yishu_kazuki @SanyuanJAPAN2015 ｜愛莉莎莎Alisasa,"跟一樹合作影片：
https://www.youtube.com/watch?v=vYtcDgVcaPc

跟三原合作影片：
https://youtu.be/BQAhhGqsG6U
══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-07-18 11:00:35+00:00,569107.0,14768.0,,493.0,PT13M1S,hd,false,Monday,781.0,0,"['我們分手了?💔跟三原一年沒見面，我們的關係是…..@yishu_kazuki', '@SanyuanJAPAN2015', '｜愛莉莎莎Alisasa']",13.016666666666667
22,MrV6gQv_Xdc,愛莉莎莎 Alisasa,又買房了?! 開箱我買的第二棟房子😎｜愛莉莎莎Alisasa,"大家喜歡我的新房子嗎？🥰
 
📌 快來使用Surfshark VPN：https://surfshark.deals/ALISASA
輸入我的折扣碼 ALISASA，就可馬上獲得「一七折」優惠+3個月的免費使用期喔！
現在到7/4購買Surfshark，還會再送antivirus！
整個超級優惠！！大家快來使用看看😍😍😍
══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-07-01 12:15:41+00:00,960100.0,21576.0,,1180.0,PT12M16S,hd,false,Friday,736.0,0,"['又買房了?!', '開箱我買的第二棟房子😎｜愛莉莎莎Alisasa']",12.266666666666667
23,TH5lfOMfpGg,愛莉莎莎 Alisasa,高學歷女Youtuber智力大對決🔥 理科VS文組~誰比較聰明呢?! @liketaitai ｜愛莉莎莎Alisasa,"本決鬥純屬娛樂性質
每個人聰明的地方都不一樣唷＾＾
══════════════════════════════
任何合作邀約請洽Pressplay Email :
alisasa@pressplay.cc
══════════════════════════════
追蹤我 Follow Me 
★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/
★Instagram: goodalicia
══════════════════════════════",,2022-06-28 09:49:03+00:00,590581.0,13096.0,,345.0,PT15M15S,hd,false,Tuesday,915.0,0,"['高學歷女Youtuber智力大對決🔥', '理科VS文組~誰比較聰明呢?!', '@liketaitai', '｜愛莉莎莎Alisasa']",15.25
